UserId,CodeId,Variant1,Variant2,Variant3,ArithExpr,LogicExprCount,LogicExprMax,LoopSingle,LoopNested,ArrayInt,String,FuncArgCount,LOC,LLOC,ExecutedLOC,DiffAvg,SubjDiffAvg,SubjDiffCorrectAvg,SubjDiffIncorrectAvg,DurationAvg,DurationCorrectAvg,DurationIncorrectAvg,ResultCorrect,ResultNA,SubjDiff,Duration,DurationSum,Gender,Pretest,Posttest,AbilityAvg,PriorExpHighSchool,PriorExpSmallProjects,PriorExpPublicProjects,ExpIndividual,ExpProfessional,ExpOther,ProgLangCount,DominantEyeLeft,DominantEyeRight,FixationCodeCount,FixationCodeDuration,FixationOtherDuration,SaccadeDuration,FixationCodeDurationAvg,FixationCodeDurationSD,AoiMainFixDurationRatio,AoiMainFixDurationAvg,AoiFuncFixDurationRatio,AoiFuncFixDurationAvg,MouseClickAccuracyAvg,MouseClickAccuracySD,MouseClickSpeedAvg,MouseClickSpeedSD,ReactionSpeedAvg,ReactionSpeedSD,MemorySearchSpeedSlopeAvg,MemorySearchSpeedSlopeSD,MouseTrailHitTimeAvg,MouseTrailHitTimeSD,MouseTrailTwoSlope,MemorySize,MemoryPeek
P040,5,1,0,0,2,1,1,1,0,0,0,1,13,6,12,0.638,1.336,1.135,1.69,72.976,74.173,70.867,0,0,3,77.1576207,77.1576207,1,3,24,0.476,1,0,0,0,0,0,,0,1,152,49915.4,3103.5,12672.5,328.391,234,0.232,429.343,0.728,318.626,7.861,5.374,746.6,71.046,336.2,45.111,40.1,69.5,933.5,501.1,1.525,7,7
P040,5,0,0,1,2,1,1,1,0,0,0,1,13,6,16,0.526,1.371,1.148,1.618,36.092,32.433,40.15,1,0,3,34.9186532,170.0024305,1,3,24,0.476,1,0,0,0,0,0,,0,1,61,20531.7,1233.4,5356.1,336.586,228.138,0.205,383.561,0.759,346.195,7.861,5.374,746.6,71.046,336.2,45.111,40.1,69.5,933.5,501.1,1.525,7,7
P040,6,1,0,0,2,2,1,1,0,0,0,2,14,6,9,0.267,1.207,1,1.282,60.908,67.465,58.517,0,0,3,35.5041782,35.5041782,1,3,24,0.476,1,0,0,0,0,0,,0,1,63,20182.9,2200.5,4631.9,320.364,291.14,0.046,234.252,0.927,334.152,7.861,5.374,746.6,71.046,336.2,45.111,40.1,69.5,933.5,501.1,1.525,7,7
P040,6,0,1,0,2,2,1,1,0,0,0,2,14,6,11,0.379,1.328,1.205,1.403,42.49,46.235,40.202,0,0,3,36.9267638,72.430942,1,3,24,0.476,1,0,0,0,0,0,,0,1,68,24888.8,1383.9,4170.2,366.011,286.52,0.032,266.706,0.965,375.343,7.861,5.374,746.6,71.046,336.2,45.111,40.1,69.5,933.5,501.1,1.525,7,7
P040,6,0,0,1,2,2,1,1,0,0,0,2,14,6,13,0.457,1.353,1.245,1.444,36.617,40.378,33.453,0,0,3,45.729286,118.160228,1,3,24,0.476,1,0,0,0,0,0,,0,1,86,29044.6,2403.4,7511.3,337.728,274.573,0.038,223.321,0.938,353.828,7.861,5.374,746.6,71.046,336.2,45.111,40.1,69.5,933.5,501.1,1.525,7,7
P040,10,0,1,0,0,4,3,1,0,1,0,2,18,8,21,0.293,1.905,1.765,1.963,48.512,49.201,48.227,1,0,3,52.7184213,129.0474449,1,3,24,0.476,1,0,0,0,0,0,,0,1,110,33140.5,2167,8206.4,301.277,212.782,0.228,314.914,0.757,306.091,7.861,5.374,746.6,71.046,336.2,45.111,40.1,69.5,933.5,501.1,1.525,7,7
P040,10,0,0,1,0,4,3,1,0,1,0,2,18,8,23,0.362,1.879,1.786,1.932,43.101,47.333,40.7,0,0,3,16.0498238,145.0972687,1,3,24,0.476,1,0,0,0,0,0,,0,1,30,8200.1,850.6,2175.3,273.338,190.122,0.334,390.707,0.64,249.93,7.861,5.374,746.6,71.046,336.2,45.111,40.1,69.5,933.5,501.1,1.525,7,7
P040,11,1,0,0,1,1,1,1,0,0,1,1,15,7,17,0.974,1.147,1.124,2,58.828,58.529,70.084,1,0,3,36.5771874,36.5771874,1,3,24,0.476,1,0,0,0,0,0,,0,1,73,18371.8,1919.7,5610.9,251.668,204.256,0.275,252.635,0.631,282.942,7.861,5.374,746.6,71.046,336.2,45.111,40.1,69.5,933.5,501.1,1.525,7,7
P040,11,0,1,0,1,1,1,1,0,0,1,1,15,7,15,0.526,1.457,1.393,1.527,37.78,39.281,36.115,0,0,3,47.9109779,84.4881653,1,3,24,0.476,1,0,0,0,0,0,,0,1,94,25658.3,1087.3,8086.1,272.961,193.84,0.335,358.568,0.579,265.214,7.861,5.374,746.6,71.046,336.2,45.111,40.1,69.5,933.5,501.1,1.525,7,7
P040,11,0,0,1,1,1,1,1,0,0,1,1,15,7,31,0.603,1.707,1.6,1.87,32.515,33.747,30.639,0,0,3,30.9826007,115.470766,1,3,24,0.476,1,0,0,0,0,0,,0,1,52,15523.4,2371.8,4678.1,298.527,280.591,0.148,192.093,0.845,336.366,7.861,5.374,746.6,71.046,336.2,45.111,40.1,69.5,933.5,501.1,1.525,7,7
P040,12,1,0,0,0,3,2,1,0,0,1,1,20,10,20,0.397,1.612,1.348,1.786,71.679,68.699,73.638,0,0,3,48.616996,48.616996,1,3,24,0.476,1,0,0,0,0,0,,0,1,106,27511.1,3034.4,8072.7,259.538,169.296,0.125,246.605,0.863,263.784,7.861,5.374,746.6,71.046,336.2,45.111,40.1,69.5,933.5,501.1,1.525,7,7
P040,12,0,0,1,0,3,2,1,0,0,1,1,20,10,32,0.543,1.672,1.381,2.019,28.587,27.949,29.346,1,0,3,21.4168764,123.268975,1,3,24,0.476,1,0,0,0,0,0,,0,1,37,10901.3,2218.7,3418,294.629,239.431,0.179,244.452,0.74,298.612,7.861,5.374,746.6,71.046,336.2,45.111,40.1,69.5,933.5,501.1,1.525,7,7
P040,13,1,0,0,2,3,2,1,0,1,0,4,24,12,26,0.302,2.121,1.8,2.259,77.944,76.222,78.688,1,0,3,75.1685464,75.1685464,1,3,24,0.476,1,0,0,0,0,0,,0,1,147,40839.5,3434.4,10421.6,277.82,206.894,0.359,271.647,0.592,291.156,7.861,5.374,746.6,71.046,336.2,45.111,40.1,69.5,933.5,501.1,1.525,7,7
P040,13,0,1,0,2,3,2,1,0,1,0,4,24,12,50,0.293,2.017,1.765,2.122,46.338,50.226,44.726,0,0,3,61.1918348,136.3603812,1,3,24,0.476,1,0,0,0,0,0,,0,1,110,35058.8,3036.9,7755.5,318.717,206.461,0.45,281.814,0.532,365.568,7.861,5.374,746.6,71.046,336.2,45.111,40.1,69.5,933.5,501.1,1.525,7,7
P040,13,0,0,1,2,3,2,1,0,1,0,4,24,12,46,0.552,1.836,1.453,2.308,35.425,32.753,38.712,0,0,3,32.4245891,168.7849703,1,3,24,0.476,1,0,0,0,0,0,,0,1,38,10889.5,6771.3,5120.6,286.565,153.615,0.642,317.907,0.315,228.434,7.861,5.374,746.6,71.046,336.2,45.111,40.1,69.5,933.5,501.1,1.525,7,7
P040,14,1,0,0,1,3,1,0,1,1,0,2,26,12,39,0.569,2.138,1.985,2.34,65.995,63.699,69.026,1,0,2,41.7191189,41.7191189,1,3,24,0.476,1,0,0,0,0,0,,0,1,83,23680.4,2992,6854.6,285.306,187.495,0.306,345.35,0.663,261.577,7.861,5.374,746.6,71.046,336.2,45.111,40.1,69.5,933.5,501.1,1.525,7,7
P040,14,0,1,0,1,3,1,0,1,1,0,2,26,12,51,0.103,2.026,2.333,1.99,32.579,38.548,31.891,0,0,2,26.2798838,67.9990027,1,3,24,0.476,1,0,0,0,0,0,,0,1,38,10647.8,5901.5,4074.2,280.204,156.973,0.414,339.147,0.57,252.993,7.861,5.374,746.6,71.046,336.2,45.111,40.1,69.5,933.5,501.1,1.525,7,7
P040,14,0,0,1,1,3,1,0,1,1,0,2,26,12,57,0.155,1.957,2.333,1.888,28.699,41.088,26.424,0,0,2,10.5431304,78.5421331,1,3,24,0.476,1,0,0,0,0,0,,0,1,6,1788.2,4902.2,1619.6,298.031,403.642,0.775,346.308,0.179,319.622,7.861,5.374,746.6,71.046,336.2,45.111,40.1,69.5,933.5,501.1,1.525,7,7
P041,1,1,0,0,2,0,0,0,0,0,0,2,11,5,7,0.802,0.31,0.301,0.348,43.195,41.678,49.332,1,0,1,51.3432051,51.3432051,0,3,17,0.667,1,0,0,0,0,1,2,1,0,68,32557.4,3787.5,6412.2,478.785,572.474,0.393,412.786,0.029,233.279,14.784,7.451,762.7,177.152,278.3,18.502,254.9,441.5,995.7,506.9,1.65,7.5,8
P041,1,0,1,0,2,0,0,0,0,0,0,2,11,5,7,0.922,0.362,0.308,1,36.802,35.984,46.532,1,0,1,43.9508551,95.2940602,0,3,17,0.667,1,0,0,0,0,1,2,1,0,50,26095.8,3283.4,4181.5,521.917,542.566,0.269,467.135,0.302,717.102,14.784,7.451,762.7,177.152,278.3,18.502,254.9,441.5,995.7,506.9,1.65,7.5,8
P041,2,1,0,0,0,4,2,0,0,0,0,3,17,7,6,0.948,0.198,0.182,0.5,34.523,33.833,47.167,1,0,1,44.1032307,44.1032307,0,3,17,0.667,1,0,0,0,0,1,2,1,0,76,25953.4,2263.5,5094,341.492,275.731,0.097,251.391,0.661,408.486,14.784,7.451,762.7,177.152,278.3,18.502,254.9,441.5,995.7,506.9,1.65,7.5,8
P041,2,0,0,1,0,4,2,0,0,0,0,3,17,7,7,0.94,0.259,0.266,0.143,20.741,20.994,16.8,1,0,1,37.6283465,104.9968954,0,3,17,0.667,1,0,0,0,0,1,2,1,0,58,24887,310.8,3442.8,429.086,400.47,0.151,341.562,0.661,514.084,14.784,7.451,762.7,177.152,278.3,18.502,254.9,441.5,995.7,506.9,1.65,7.5,8
P041,3,1,0,0,1,0,0,0,0,0,0,3,18,5,9,0.922,0.534,0.477,1.222,49.113,48.148,60.586,1,0,1,54.1351807,54.1351807,0,3,17,0.667,1,0,0,0,0,1,2,1,0,95,34697,1800.8,4827.7,365.231,341.254,0.399,346.46,0.338,586.793,14.784,7.451,762.7,177.152,278.3,18.502,254.9,441.5,995.7,506.9,1.65,7.5,8
P041,7,0,0,1,1,0,0,0,0,1,0,2,12,6,9,0.836,0.905,0.814,1.368,29.164,27.886,35.689,1,0,2,49.1465001,148.4271719,0,3,17,0.667,1,0,0,0,0,1,2,1,0,104,32572.9,2304.9,8217.4,313.201,364.08,0.591,343.773,0.164,356.206,14.784,7.451,762.7,177.152,278.3,18.502,254.9,441.5,995.7,506.9,1.65,7.5,8
P041,8,1,0,0,1,1,1,1,0,1,0,2,15,7,17,0.759,1.216,0.955,2.036,70.683,70.385,71.622,1,0,2,78.241209,78.241209,0,3,17,0.667,1,0,0,0,0,1,2,1,0,85,50121.5,1942.5,4305.1,589.665,574.284,0.366,573.688,0.095,432.205,14.784,7.451,762.7,177.152,278.3,18.502,254.9,441.5,995.7,506.9,1.65,7.5,8
P041,9,0,1,0,0,2,1,1,0,1,0,2,19,9,19,0.319,1.819,1.784,1.835,50.89,52.438,50.165,0,0,3,62.1111303,150.9092846,0,3,17,0.667,1,0,0,0,0,1,2,1,0,88,37734.9,1750.4,6379.9,428.806,425.179,0.133,384.911,0.863,440.055,14.784,7.451,762.7,177.152,278.3,18.502,254.9,441.5,995.7,506.9,1.65,7.5,8
P041,9,0,0,1,0,2,1,1,0,1,0,2,19,9,21,0.276,1.767,1.594,1.833,40,39.621,40.144,0,0,3,41.2966906,192.2059752,0,3,17,0.667,1,0,0,0,0,1,2,1,0,63,23032.4,2015.8,5298.7,365.593,307.086,0.247,335.044,0.74,387.361,14.784,7.451,762.7,177.152,278.3,18.502,254.9,441.5,995.7,506.9,1.65,7.5,8
P041,10,1,0,0,0,4,3,1,0,1,0,2,18,8,19,0.388,1.931,1.822,2,77.329,75.66,78.387,0,0,3,90.9460266,90.9460266,0,3,17,0.667,1,0,0,0,0,1,2,1,0,143,61342,2376,12461.9,428.965,395.841,0.18,442.38,0.41,441.501,14.784,7.451,762.7,177.152,278.3,18.502,254.9,441.5,995.7,506.9,1.65,7.5,8
P041,10,0,1,0,0,4,3,1,0,1,0,2,18,8,21,0.293,1.905,1.765,1.963,48.512,49.201,48.227,1,0,3,58.9434633,149.8894899,0,3,17,0.667,1,0,0,0,0,1,2,1,0,89,40842.4,3135.6,5915.6,458.904,603.368,0.164,334.322,0.302,560.566,14.784,7.451,762.7,177.152,278.3,18.502,254.9,441.5,995.7,506.9,1.65,7.5,8
P041,11,1,0,0,1,1,1,1,0,0,1,1,15,7,17,0.974,1.147,1.124,2,58.828,58.529,70.084,1,0,1,31.6219884,31.6219884,0,3,17,0.667,1,0,0,0,0,1,2,1,0,39,13909.6,4496.2,4579.9,356.657,358.751,0.452,483.623,0.18,250.356,14.784,7.451,762.7,177.152,278.3,18.502,254.9,441.5,995.7,506.9,1.65,7.5,8
P041,11,0,1,0,1,1,1,1,0,0,1,1,15,7,15,0.526,1.457,1.393,1.527,37.78,39.281,36.115,1,0,2,48.1038056,79.725794,0,3,17,0.667,1,0,0,0,0,1,2,1,0,44,20341.5,9657.9,4605.5,462.306,347.494,0.772,506.499,0.041,274.754,14.784,7.451,762.7,177.152,278.3,18.502,254.9,441.5,995.7,506.9,1.65,7.5,8
P041,13,1,0,0,2,3,2,1,0,1,0,4,24,12,26,0.302,2.121,1.8,2.259,77.944,76.222,78.688,0,0,2,60.1192556,60.1192556,0,3,17,0.667,1,0,0,0,0,1,2,1,0,54,34062.4,2690.5,5742.2,630.785,737.751,0.476,623.06,0.4,717.823,14.784,7.451,762.7,177.152,278.3,18.502,254.9,441.5,995.7,506.9,1.65,7.5,8
P041,14,1,0,0,1,3,1,0,1,1,0,2,26,12,39,0.569,2.138,1.985,2.34,65.995,63.699,69.026,1,0,2,59.8631275,59.8631275,0,3,17,0.667,1,0,0,0,0,1,2,1,0,58,29329.1,10004.5,4798.3,505.674,590.006,0.121,272.184,0.788,549.947,14.784,7.451,762.7,177.152,278.3,18.502,254.9,441.5,995.7,506.9,1.65,7.5,8
P041,14,0,1,0,1,3,1,0,1,1,0,2,26,12,51,0.103,2.026,2.333,1.99,32.579,38.548,31.891,0,0,2,25.2463497,85.1094772,0,3,17,0.667,1,0,0,0,0,1,2,1,0,14,9267.3,9055.2,1509.9,661.95,532.476,0.459,709.101,0.524,694.328,14.784,7.451,762.7,177.152,278.3,18.502,254.9,441.5,995.7,506.9,1.65,7.5,8
P041,14,0,0,1,1,3,1,0,1,1,0,2,26,12,57,0.155,1.957,2.333,1.888,28.699,41.088,26.424,0,0,2,13.0788623,98.1883395,0,3,17,0.667,1,0,0,0,0,1,2,1,0,5,3561.3,5097.2,1026.3,712.264,508.532,0.395,703.791,0.605,717.912,14.784,7.451,762.7,177.152,278.3,18.502,254.9,441.5,995.7,506.9,1.65,7.5,8
P042,1,1,0,0,2,0,0,0,0,0,0,2,11,5,7,0.802,0.31,0.301,0.348,43.195,41.678,49.332,1,0,0,58.4666479,58.4666479,1,2,15,0.548,1,1,0,0,0,0,3,1,0,52,42326.6,5917.1,5578.8,813.973,847.521,0.251,1329.245,0.738,761.563,3.465,1.579,1011.2,112.76,309.8,17.914,0,0,822.5,398.4,1.725,7.5,8
P042,1,0,1,0,2,0,0,0,0,0,0,2,11,5,7,0.922,0.362,0.308,1,36.802,35.984,46.532,1,0,0,41.353438,99.8200859,1,2,15,0.548,1,1,0,0,0,0,3,1,0,38,27778.2,7150.5,4901.4,731.006,656.771,0.242,673.448,0.727,877.996,3.465,1.579,1011.2,112.76,309.8,17.914,0,0,822.5,398.4,1.725,7.5,8
P042,1,0,0,1,2,0,0,0,0,0,0,2,11,5,7,0.853,0.224,0.222,0.235,26.882,26.26,30.507,1,0,0,22.0247828,121.8448687,1,2,15,0.548,1,1,0,0,0,0,3,1,0,28,13933.7,3723.7,3079.1,497.633,372.98,0.206,716.652,0.763,462.341,3.465,1.579,1011.2,112.76,309.8,17.914,0,0,822.5,398.4,1.725,7.5,8
P042,2,1,0,0,0,4,2,0,0,0,0,3,17,7,6,0.948,0.198,0.182,0.5,34.523,33.833,47.167,1,0,0,34.5442518,34.5442518,1,2,15,0.548,1,1,0,0,0,0,3,1,0,41,27136.1,2000.4,4699.4,661.857,542.734,0.279,632.035,0.721,674.197,3.465,1.579,1011.2,112.76,309.8,17.914,0,0,822.5,398.4,1.725,7.5,8
P042,2,0,1,0,0,4,2,0,0,0,0,3,17,7,7,0.914,0.224,0.198,0.5,23.047,22.449,29.38,1,0,0,34.6033115,69.1475633,1,2,15,0.548,1,1,0,0,0,0,3,1,0,46,27602.5,1183.3,4600.4,600.055,561.23,0.373,792.433,0.607,558.364,3.465,1.579,1011.2,112.76,309.8,17.914,0,0,822.5,398.4,1.725,7.5,8
P042,2,0,0,1,0,4,2,0,0,0,0,3,17,7,7,0.94,0.259,0.266,0.143,20.741,20.994,16.8,1,0,0,32.0981077,101.245671,1,2,15,0.548,1,1,0,0,0,0,3,1,0,39,24894.3,2253.6,3787.9,638.316,507.968,0.308,479.162,0.692,749.031,3.465,1.579,1011.2,112.76,309.8,17.914,0,0,822.5,398.4,1.725,7.5,8
P042,3,1,0,0,1,0,0,0,0,0,0,3,18,5,9,0.922,0.534,0.477,1.222,49.113,48.148,60.586,1,0,0,54.4488723,54.4488723,1,2,15,0.548,1,1,0,0,0,0,3,1,0,60,42306.3,4117.6,6254,705.106,591.223,0.074,522.205,0.904,750.129,3.465,1.579,1011.2,112.76,309.8,17.914,0,0,822.5,398.4,1.725,7.5,8
P042,3,0,1,0,1,0,0,0,0,0,0,3,18,5,9,0.828,0.44,0.354,0.85,24.348,23.66,27.648,1,0,0,45.5484027,99.997275,1,2,15,0.548,1,1,0,0,0,0,3,1,0,52,32078.1,5284.6,6531.8,616.887,552.743,0.362,775.093,0.561,642.325,3.465,1.579,1011.2,112.76,309.8,17.914,0,0,822.5,398.4,1.725,7.5,8
P042,3,0,0,1,1,0,0,0,0,0,0,3,18,5,9,0.922,0.552,0.505,1.111,29.531,29.015,35.665,1,0,0,27.5116444,127.5089194,1,2,15,0.548,1,1,0,0,0,0,3,1,0,35,19738.2,2767.6,4117.4,563.947,547.302,0.116,380.527,0.781,734.392,3.465,1.579,1011.2,112.76,309.8,17.914,0,0,822.5,398.4,1.725,7.5,8
P042,4,1,0,0,2,1,1,1,0,0,0,1,15,7,10,0.845,0.802,0.653,1.611,57.846,55.437,70.963,1,0,0,52.4586747,52.4586747,1,2,15,0.548,1,1,0,0,0,0,3,1,0,49,43145.4,2183.7,4978.4,880.518,843.092,0.073,351.764,0.923,1021.27,3.465,1.579,1011.2,112.76,309.8,17.914,0,0,822.5,398.4,1.725,7.5,8
P042,4,0,1,0,2,1,1,1,0,0,0,1,15,7,13,0.543,0.776,0.476,1.132,36.127,33.796,38.897,1,0,0,43.6463733,96.105048,1,2,15,0.548,1,1,0,0,0,0,3,1,0,38,34303.9,2534.3,4781.6,902.735,865.545,0.059,403.335,0.941,978.402,3.465,1.579,1011.2,112.76,309.8,17.914,0,0,822.5,398.4,1.725,7.5,8
P042,4,0,0,1,2,1,1,1,0,0,0,1,15,7,22,0.509,0.991,0.661,1.333,33.206,30.637,35.865,0,0,1,52.1026554,148.2077034,1,2,15,0.548,1,1,0,0,0,0,3,1,0,35,41158.3,3650,5667.5,1175.95,1067.351,0.663,1604.987,0.337,770.749,3.465,1.579,1011.2,112.76,309.8,17.914,0,0,822.5,398.4,1.725,7.5,8
P042,5,1,0,0,2,1,1,1,0,0,0,1,13,6,12,0.638,1.336,1.135,1.69,72.976,74.173,70.867,0,0,0,81.0101944,81.0101944,1,2,15,0.548,1,1,0,0,0,0,3,1,0,87,63831.1,4217.5,8189.5,733.69,739.431,0.18,958.404,0.806,724.576,3.465,1.579,1011.2,112.76,309.8,17.914,0,0,822.5,398.4,1.725,7.5,8
P042,5,0,1,0,2,1,1,1,0,0,0,1,13,6,12,0.353,1.259,1.024,1.387,40.104,43.153,38.437,0,0,0,33.0969003,114.1070947,1,2,15,0.548,1,1,0,0,0,0,3,1,0,34,22504,3748.8,4169,661.884,367.333,0.164,737.76,0.801,667.234,3.465,1.579,1011.2,112.76,309.8,17.914,0,0,822.5,398.4,1.725,7.5,8
P042,5,0,0,1,2,1,1,1,0,0,0,1,13,6,16,0.526,1.371,1.148,1.618,36.092,32.433,40.15,1,0,1,54.0237613,168.130856,1,2,15,0.548,1,1,0,0,0,0,3,1,0,53,40293.3,2600,5937.5,760.251,784.765,0.696,1336.044,0.266,412.938,3.465,1.579,1011.2,112.76,309.8,17.914,0,0,822.5,398.4,1.725,7.5,8
P042,6,1,0,0,2,2,1,1,0,0,0,2,14,6,9,0.267,1.207,1,1.282,60.908,67.465,58.517,0,0,1,81.3789154,81.3789154,1,2,15,0.548,1,1,0,0,0,0,3,1,0,73,63167.9,6835.3,8281.2,865.314,740.431,0.047,491.689,0.95,909.36,3.465,1.579,1011.2,112.76,309.8,17.914,0,0,822.5,398.4,1.725,7.5,8
P042,6,0,1,0,2,2,1,1,0,0,0,2,14,6,11,0.379,1.328,1.205,1.403,42.49,46.235,40.202,0,0,0,48.3477755,129.7266909,1,2,15,0.548,1,1,0,0,0,0,3,1,0,42,38179.8,2934.6,4300.4,909.042,763.235,0.027,338.781,0.964,994.507,3.465,1.579,1011.2,112.76,309.8,17.914,0,0,822.5,398.4,1.725,7.5,8
P042,6,0,0,1,2,2,1,1,0,0,0,2,14,6,13,0.457,1.353,1.245,1.444,36.617,40.378,33.453,0,0,1,45.04134,174.7680309,1,2,15,0.548,1,1,0,0,0,0,3,1,0,47,32146.2,3504.6,4571.1,683.962,671.842,0.087,701.519,0.909,695.377,3.465,1.579,1011.2,112.76,309.8,17.914,0,0,822.5,398.4,1.725,7.5,8
P042,7,1,0,0,1,0,0,0,0,1,0,2,12,6,9,0.793,1.034,0.859,1.708,65.349,61.176,81.345,1,0,0,52.8075761,52.8075761,1,2,15,0.548,1,1,0,0,0,0,3,1,0,63,43552.8,2017.5,5550.9,691.315,569.37,0.431,894.475,0.566,601.68,3.465,1.579,1011.2,112.76,309.8,17.914,0,0,822.5,398.4,1.725,7.5,8
P042,7,0,1,0,1,0,0,0,0,1,0,2,12,6,9,0.767,0.94,0.798,1.407,36.353,33.564,45.545,1,0,0,41.0415498,93.8491259,1,2,15,0.548,1,1,0,0,0,0,3,1,0,43,32568.8,2738.7,4299.2,757.415,798.268,0.524,1004.02,0.473,616.02,3.465,1.579,1011.2,112.76,309.8,17.914,0,0,822.5,398.4,1.725,7.5,8
P042,7,0,0,1,1,0,0,0,0,1,0,2,12,6,9,0.836,0.905,0.814,1.368,29.164,27.886,35.689,1,0,0,35.9993557,129.8484816,1,2,15,0.548,1,1,0,0,0,0,3,1,0,38,28376.8,1891.4,3769.3,746.758,581.372,0.7,992.859,0.286,507.479,3.465,1.579,1011.2,112.76,309.8,17.914,0,0,822.5,398.4,1.725,7.5,8
P042,8,1,0,0,1,1,1,1,0,1,0,2,15,7,17,0.759,1.216,0.955,2.036,70.683,70.385,71.622,1,0,1,78.4803765,78.4803765,1,2,15,0.548,1,1,0,0,0,0,3,1,0,88,60176.2,8118.8,8644.1,683.821,526.084,0.273,865.726,0.715,641.952,3.465,1.579,1011.2,112.76,309.8,17.914,0,0,822.5,398.4,1.725,7.5,8
P042,8,0,1,0,1,1,1,1,0,1,0,2,15,7,19,0.776,0.94,0.689,1.808,31.869,27.329,47.586,1,0,0,29.7512525,108.231629,1,2,15,0.548,1,1,0,0,0,0,3,1,0,41,21674.3,1650.2,4532.9,528.641,448.277,0.395,777.418,0.605,437.423,3.465,1.579,1011.2,112.76,309.8,17.914,0,0,822.5,398.4,1.725,7.5,8
P042,8,0,0,1,1,1,1,1,0,1,0,2,15,7,21,0.828,0.871,0.677,1.8,25.947,23.443,37.967,1,0,0,35.0869525,143.3185815,1,2,15,0.548,1,1,0,0,0,0,3,1,0,39,26211.6,2199.6,4387.8,672.092,649.001,0.644,888.192,0.338,520.716,3.465,1.579,1011.2,112.76,309.8,17.914,0,0,822.5,398.4,1.725,7.5,8
P042,9,1,0,0,0,2,1,1,0,1,0,2,19,9,19,0.198,1.862,2.043,1.817,81.353,81.113,81.412,0,0,1,87.8894635,87.8894635,1,2,15,0.548,1,1,0,0,0,0,3,1,0,97,68679.1,7206.6,10018.3,708.031,591.42,0.116,614.343,0.878,735.682,3.465,1.579,1011.2,112.76,309.8,17.914,0,0,822.5,398.4,1.725,7.5,8
P042,9,0,1,0,0,2,1,1,0,1,0,2,19,9,19,0.319,1.819,1.784,1.835,50.89,52.438,50.165,0,0,1,58.8598817,146.7493452,1,2,15,0.548,1,1,0,0,0,0,3,1,0,70,43558,5351.2,7816.3,622.257,453.643,0.17,527.442,0.82,674.034,3.465,1.579,1011.2,112.76,309.8,17.914,0,0,822.5,398.4,1.725,7.5,8
P042,9,0,0,1,0,2,1,1,0,1,0,2,19,9,21,0.276,1.767,1.594,1.833,40,39.621,40.144,0,0,3,48.5926251,195.3419703,1,2,15,0.548,1,1,0,0,0,0,3,1,0,48,33192.4,5267.9,6767.3,691.507,570.277,0.217,555.193,0.769,773.474,3.465,1.579,1011.2,112.76,309.8,17.914,0,0,822.5,398.4,1.725,7.5,8
P042,10,1,0,0,0,4,3,1,0,1,0,2,18,8,19,0.388,1.931,1.822,2,77.329,75.66,78.387,0,0,3,82.5855012,82.5855012,1,2,15,0.548,1,1,0,0,0,0,3,1,0,103,62051.8,6002,11171.6,602.445,551.066,0.177,644.492,0.811,621.134,3.465,1.579,1011.2,112.76,309.8,17.914,0,0,822.5,398.4,1.725,7.5,8
P042,10,0,1,0,0,4,3,1,0,1,0,2,18,8,21,0.293,1.905,1.765,1.963,48.512,49.201,48.227,0,0,2,62.1211307,144.7066319,1,2,15,0.548,1,1,0,0,0,0,3,1,0,52,48408.6,4466.5,7034,930.936,690.662,0.117,710.419,0.883,971.029,3.465,1.579,1011.2,112.76,309.8,17.914,0,0,822.5,398.4,1.725,7.5,8
P042,10,0,0,1,0,4,3,1,0,1,0,2,18,8,23,0.362,1.879,1.786,1.932,43.101,47.333,40.7,1,0,1,47.0426303,191.7492622,1,2,15,0.548,1,1,0,0,0,0,3,1,0,50,27474.7,7811.5,5621.7,549.494,473.201,0.137,750.307,0.859,536.134,3.465,1.579,1011.2,112.76,309.8,17.914,0,0,822.5,398.4,1.725,7.5,8
P042,11,1,0,0,1,1,1,1,0,0,1,1,15,7,17,0.974,1.147,1.124,2,58.828,58.529,70.084,1,0,0,67.097986,67.097986,1,2,15,0.548,1,1,0,0,0,0,3,1,0,67,41349.9,10355.9,9618.6,617.162,623.461,0.096,442.603,0.774,695.328,3.465,1.579,1011.2,112.76,309.8,17.914,0,0,822.5,398.4,1.725,7.5,8
P042,11,0,1,0,1,1,1,1,0,0,1,1,15,7,15,0.526,1.457,1.393,1.527,37.78,39.281,36.115,0,0,1,50.0302886,117.1282746,1,2,15,0.548,1,1,0,0,0,0,3,1,0,37,24774.9,13583.6,7061.4,669.592,676.503,0.151,624.982,0.781,806.385,3.465,1.579,1011.2,112.76,309.8,17.914,0,0,822.5,398.4,1.725,7.5,8
P042,11,0,0,1,1,1,1,1,0,0,1,1,15,7,31,0.603,1.707,1.6,1.87,32.515,33.747,30.639,0,0,1,35.137655,152.2659296,1,2,15,0.548,1,1,0,0,0,0,3,1,0,24,17721.6,8767.7,4158.4,738.399,548.955,0.551,813.49,0.382,676.353,3.465,1.579,1011.2,112.76,309.8,17.914,0,0,822.5,398.4,1.725,7.5,8
